id,hylly,tuotenumero,varaosanro,Nimike,saldo,yks,myynti,osto
760,H9,H90003,50-1605152,Jousi kytkimen palautusj.,2,kpl,0,1.75
761,H9,H90004,52-2308039,"Simmilevy 0,5mm",2,kpl,0,3
762,H9,H90005,52-2308038,"Simmilevy 0,2mm",3,kpl,0,1.1
763,H9,H90006,50-1702148-A,Vaihteiston kannen jousi,13,kpl,0,0.85
764,H9,H90007,50-3405033-A,Ohjaussylinterin tappi,3,kpl,0,1.2
765,H9,H90008,36-1104788,Tiivisterikka,44,kpl,0,0.3
766,H9,H90009,40-4607038-A,Tiivisterikka   20mm,24,kpl,0,0.75
767,H9,H90010,40-4607033-A,Tiivisterikka   25mm,57,kpl,0,0.9
768,H9,H90011,18-09-02,Kuparirikka,6,kpl,0,0.9
769,H9,H90012,"24-33,5-1",Rikka tiiviste,3,kpl,0,0.8
770,H9,H90013,D-18-055A,Kuparirikka,6,kpl,0,0.3
771,H9,H90014,P407,Sylinterin korjaus sarja 110mm,2,kpl,0,3.45
772,H9,H90015,CHD-100B,Hehkutulppa,0,kpl,0,6.25
773,H9,H90016,5206.265.010,Lasinpyyhkijän varsi,1,kpl,0,7.5
774,H9,H90017,5205.65.01,Lasinpyyhkijän sulka,1,kpl,0,5.25
775,H9,H90018,469-5113038-01,Suojakumi,1,kpl,0,4.25
776,H9,H90019,26-31-2,Rikka tiiviste,3,kpl,0,0.8
777,H10,H10100,240-1003109,Venttiilikopan tiiviste,0,kpl,0,0.86
778,H10,H10101,50-1003109,Venttiilikopan tiiviste,1,kpl,0,2.85
779,H11,H11000,50-1003108,Välikannen tiiviste,2,kpl,0,2.85
780,H11,H11001,240-1003108,Välikannen tiiviste,0,kpl,0,3.95
781,H12,H12000,240-1401065,Tiiviste,0,kpl,0,1.2
782,H12,H12001,240-1401059,Tiiviste,0,kpl,0,0.9
783,H12,H12002,50-1401063-B1,Öljypohjan tiiviste,4,kpl,0,1.35
784,H13,H13000,035-045-050-1-4,O-rengas,1,kpl,0,0.4
785,H13,H13001,075-080-30-1-4,O-rengas,3,kpl,0,1
786,H13,H13002,040-048-46-1-4,O-rengas,3,kpl,0,0.45
787,H13,H13003,054-060-36-1-4,O-rengas,5,kpl,0,0.5
788,H13,H13004,150-155-36-1-4,O-rengas,3,kpl,0,1.45
789,H13,H13005,021-025-25,O-rengas,19,kpl,0,0.35
790,H13,H13006,50-3405037-4,O-rengas,5,kpl,0,0.3
791,H13,H13007,115-120-30,O-rengas,0,kpl,0,0.65
792,H13,H13008,080-087-30-2-4,O-rengas,0,kpl,0,0.55
793,H13,H13009,027-033-30-1-4,O-rengas,2,kpl,0,0.35
794,H13,H13010,130-135-30-2-4,O-rengas,3,kpl,0,0.75
795,H13,H13011,160-165-36-2-2,O-rengas,1,kpl,0,0.65
796,H13,H13012,110-115-30-2-2,O-rengas,3,kpl,0,0.65
797,H13,H13013,085-090-30,O-rengas,18,kpl,0,0.5
798,H13,H13014,080-088-46-2-4,O-rengas,12,kpl,0,0.55
799,H13,H13015,089-095-36-1-4,O-rengas,14,kpl,0,0.6
800,H13,H13016,070-080-58-1-4,O-rengas,4,kpl,0,0.5
801,H13,H13017,104-110-40,O-rengas,23,kpl,0,0.65
802,H13,H13018,017-022-30-2-2,O-rengas,7,kpl,0,0.3
803,H13,H13019,50-1003107-A,O-rengas,4,kpl,0,0.3
804,H13,H13020,055-065-58-2-2,O-rengas,0,kpl,0,0.5
805,H13,H13021,290-300-58-2-4,O-rengas,2,kpl,0,1.8
806,H14,H14000,016-019-019,O-rengas,1,kpl,0,0.3
807,H14,H14001,016-21-20-1-4,O-rengas,1,kpl,0,0.25
808,H14,H14002,80-87-30,O-rengas,13,kpl,0,0.55
809,H14,H14003,022-027-30-2-3,O-rengas,7,kpl,0,0.35
810,H14,H14004,013-017-25-1-4,O-rengas,10,kpl,0,0.25
811,H14,H14005,042-050-46-2-2,O-rengas,5,kpl,0,0.45
812,H14,H14006,011-016-30-1-4,O-rengas,4,kpl,0,0.25
813,H14,H14007,011-015-25-1-4,O-rengas,18,kpl,0,0.25
814,H14,H14008,120-125-30-1-4,O-rengas,4,kpl,0,1.05
815,H14,H14009,020-025-30-1-4,O-rengas,12,kpl,0,0.35
816,H14,H14010,132-125-45,O-rengas  245-1002022,6,kpl,0,0.75
817,H14,H14011,037-041-25,O-rengas,7,kpl,0,0.4
818,H14,H14012,078-87-46,O-rengas,0,kpl,0,0.55
819,H14,H14013,98-4-4-10A,O-rengas pö-vesikuppi,4,kpl,0,1
820,H14,H14014,50-1202022-01,O-rengas,3,kpl,0,0.75
821,H14,H14015,100-108-40,O-rengas,1,kpl,0,0.75
822,H14,H14016,055-065-50,O-rengas,5,kpl,0,0.5
823,H14,H14017,025-030-30-1-4,O-rengas,7,kpl,0,0.35
824,H14,H14018,014-17-19-1-4,O-rengas,6,kpl,0,0.25
825,H14,H14019,038-046-46,O-rengas,6,kpl,0,0.45
826,H14,H14020,036-040-25-2-3,O-rengas,12,kpl,0,0.4
827,H14,H14021,016-021-30-2-4,O-rengas,17,kpl,0,0.3
828,H14,H14022,018-022-25-2-3,O-rengas,19,kpl,0,0.3
829,H14,H14023,035-040-30,O-rengas,2,kpl,0,0.4
830,H14,H14024,022-028-36-2-2,O-rengas,0,kpl,0,0.35
831,H14,H14025,A.65.01.002,O-rengas Tiiviste vedenerottajan,1,kpl,0,0.55
832,H14,H14026,024-030-36-2-3,O-rengas,4,kpl,0,0.35
833,H14,H14027,52-2308091A,O-rengas,0,kpl,0,0.45
834,H14,H14028,035-040-1-4,O-rengas Perävetoakselille,0,kpl,0,0.17
835,H15,H15000,2.2-75x100-1,Stefa,4,kpl,0,1
836,H15,H15001,"1,2 45x65-1",Stefa,0,kpl,0,1.35
837,H15,H15002,"1,2 38x62-1",Stefa,0,kpl,0,1.35
838,H15,H15003,"2,2 38x58-1",Stefa,1,kpl,0,1.15
839,H15,H15004,"2,2 25x42-1",Stefa,0,kpl,0,1.25
840,H15,H15005,"2,2 25x42,7",Stefa,1,kpl,0,2.25
841,H15,H15006,"2,2 38x62-1/4",Stefa,2,kpl,0,2
842,H15,H15007,"2,2 80x105-1",Stefa,3,kpl,0,1.9
843,H15,H15008,"1,2 80x105-1",Stefa,8,kpl,0,1.35
844,H15,H15009,42x62x7,Stefa,1,kpl,0,1.8
845,H15,H15010,"2,2 65x90-1",Stefa,8,kpl,0,1.2
846,H15,H15011,"2,2 30x52-1",Stefa,5,kpl,0,1.15
847,H15,H15012,"1,2 25x42-1",Stefa,29,kpl,0,1.65
848,H15,H15013,"1,2 60x85-1",Stefa,0,kpl,0,2.35
849,H15,H15014,240-1002055,"Stefa 2,2x50-70-10AO",10,kpl,0,0.95
850,H15,H15015,"2,2 35x58x10",Stefa,12,kpl,0,0.25
851,H15,H15016,240-1111036-B,Stefa,13,kpl,0,1.25
852,H15,H15017,240-1002305,Stefa 100-125-12AO,0,kpl,0,2.25
853,U1,R10000,"6.00-16""",Mitas vetokuvio 8 pr,2,kpl,0,59.65
854,U1,R10001,11.5/80-15.3,TWS EUROGRID 12 pr,0,kpl,0,0
855,U1,R10002,"13.6-20""",NORTEC,0,kpl,0,0
856,U1,R10003,6.00-16,Voltyre,0,kpl,0,0
857,U1,R10004,9.5-32,TYRES AGRO,1,kpl,0,168
858,U1,R10005,400/60-15.5,RENGAS/BKT,0,kpl,0,0
859,U1,R10006,9.00R20,RENGAS/VENÄLÄINEN,0,kpl,0,0
860,U1,R10007,11.00R20,KAMA,1,kpl,0,180
861,U1,R10008,7.50-16,PR8 speedways gripking,0,kpl,0,0
862,U1,R10009,8.3-20,jAlliance eturentas,1,kpl,0,120
863,U1,R10010,11.2-20,NORTEC,0,kpl,189.52,0
